5656,2431452,3.557073599071592,5.0
15582,2431452,3.3037355587746435,3.0
5220,2431452,3.2426277145374747,5.0
14457,2431452,3.252605514797724,3.0
2015,2431452,3.3149078070925895,2.0
16169,1898315,3.6802738047589325,2.0
361,1898315,3.684951805025188,5.0
1744,2184647,3.559135198987746,3.0
16889,2184647,3.5828670584325195,4.0
15657,2184647,3.6159121867991217,2.0
14177,2184647,3.6180466889816705,5.0
9550,210185,3.2634656400713293,1.0
3232,210185,3.307520124760087,4.0
5656,210185,3.3417614831145146,4.0
15153,210185,3.3073446543615974,3.0
4207,210185,3.4014431375873415,5.0
16286,210185,3.4091150777605415,5.0
13015,210185,3.6207961618926015,3.0
6523,210185,3.577758942757172,3.0
17654,704058,3.005548673437233,3.0
3538,704058,3.025057806902466,4.0
4346,704058,3.012458426065607,3.0
1884,704058,2.9581394806758357,3.0
7899,704058,2.8282013387538774,3.0
13485,704058,2.8149676793152834,4.0
6556,1958984,3.5600574106482936,4.0
15816,1958984,3.5731956600616805,4.0
3538,1181035,3.6357879756070473,4.0
8,1181035,3.601790937773205,5.0
8596,1181035,4.046738694438004,4.0
9528,7,4.122548637307054,5.0
15496,7,4.165582764425557,5.0
16707,840737,3.5541835518615104,5.0
7067,840737,3.2309707450455725,2.0
5760,840737,3.5966235023377977,5.0
12293,840737,4.372462560796477,5.0
6190,840737,4.411220021578296,4.0
1202,1620830,3.9807704082699704,4.0
2284,1620830,3.875938275615133,5.0
12497,1620830,3.800826502921271,3.0
11851,1898310,3.192612802800053,4.0
9617,1898310,3.177618483580894,3.0
237,1898310,3.178010283258658,4.0
17742,1898310,3.174450206605558,2.0
111,1898310,3.075921550811856,3.0
16150,1898310,3.113168403459379,3.0
3742,1898310,3.1550136791918684,4.0
6408,1898310,3.333076152700109,3.0
960,1898310,3.33439355437513,2.0
3538,704050,3.3959555476187093,4.0
6336,704050,3.4603691650732693,4.0
5651,704050,3.366530239360863,3.0
16082,840763,3.158595526197398,4.0
17558,840763,3.1134262019315075,4.0
11614,840763,3.1077780825266696,3.0
9528,840763,3.2988653620552193,4.0
12293,840763,3.8873862006240905,3.0
16790,840763,3.8696085625400545,4.0
7511,840763,3.9097862620062354,4.0
15532,840763,3.83169895789778,3.0
8851,840763,3.8932295771119216,4.0
15712,840763,3.7914043671324693,3.0
7145,2501829,4.023481862918671,5.0
111,2501829,3.890932170825671,4.0
6988,2501829,3.866825369412161,5.0
9043,1126516,4.1576008685964085,5.0
3084,1126516,4.129204147329132,5.0
907,1126516,4.175253878354037,5.0
13614,1126516,4.496189663320658,5.0
17741,1126516,4.491363775307086,4.0
16262,2431438,3.381324199977444,3.0
2342,2431438,3.4051040791790586,4.0
8915,2431438,3.5411656969301846,4.0
14738,2431438,3.523917332190001,3.0
13015,2431438,3.6060932667907015,2.0
15712,2431438,3.584162109544875,2.0
1744,1126513,3.231129444098381,3.0
4215,1126513,3.2303650683916882,3.0
16948,1126513,3.13010086135894,3.0
8915,1126513,3.4744375858924084,4.0
12280,1126513,3.650377371792746,3.0
3742,1126513,3.7376005290987306,3.0
9617,1460578,3.808398155553303,4.0
16982,1460578,3.80979410691678,4.0
5651,1460578,3.70480011091109,3.0
3165,1805888,3.941556433483629,3.0
8051,1805888,3.8994986941779426,3.0
14198,1805888,4.157945231790571,5.0
8596,1805888,4.457095481792466,5.0
7517,2115291,3.8742005830689314,3.0
13326,2115291,3.9026850202322074,5.0
10692,2115291,3.905820800082467,5.0
12639,2115291,3.9381872862814777,4.0
6281,2253013,3.5409152714499545,5.0
10921,2253013,3.323634392376817,3.0
13298,2253013,3.2833546320630442,4.0
6971,2253013,3.711074177401886,5.0
6756,352002,3.993010169391487,5.0
12232,352002,3.980330787959724,4.0
9689,352002,4.181878224580031,4.0
5963,2501833,3.002637838352495,2.0
1406,2501833,3.043519819516653,1.0
6911,2501833,3.0381243446063855,3.0
11812,2501833,3.0151272792223205,3.0
9043,2115299,3.9026991871200294,4.0
10926,2115299,3.88116837894702,5.0
3232,2115299,3.915760615803726,4.0
4432,2115299,4.038186174635333,4.0
14075,2115299,4.037822017035658,4.0
361,2115299,4.053170860037806,5.0
13270,2115299,4.075204578996404,4.0
16790,2501878,3.3375343684230425,4.0
4876,2501878,3.2969795764807013,3.0
15816,2501878,3.286277816412923,1.0
4761,1959017,3.713449146850184,5.0
7257,1959017,3.7045633520833374,4.0
681,1959017,3.6865982846740675,4.0
3862,1959017,3.547470327634549,2.0
851,1460561,3.3449483514829588,5.0
4640,1460561,3.754527359537834,3.0
1615,1460561,3.922859278759574,3.0
15409,1460561,3.8587160207438984,3.0
11888,1460561,3.973409478186027,3.0
15532,1460561,3.9068789112051134,3.0
5656,979468,3.630248681801797,5.0
4640,979468,4.067220946562149,4.0
11496,979468,3.9782626418893794,2.0
3151,2501886,3.753073741104642,3.0
17642,2501886,3.756754284593322,3.0
